,_id,question,school,selection
333,66fe52bb2c95bc8004bc1899,2,🇮🇹Italy,"Yes, I have already known"
334,66fe52bc2c95bc8004bc189a,2,🇮🇹Italy,"Yes, I have already known"
335,66fe52bd2c95bc8004bc189b,2,🇮🇹Italy,"Yes, I have already known"
336,66fe52be2c95bc8004bc189c,2,🇮🇹Italy,"Yes, but not clearly"
337,66fe52be2c95bc8004bc189d,2,🇸🇰Slovakia,"Yes, I have already known"
338,66fe52be2c95bc8004bc189e,2,🇷🇴Romania,I don't know
339,66fe52bf2c95bc8004bc189f,2,🇷🇴Romania,I don't know
340,66fe52bf2c95bc8004bc18a0,2,🇮🇹Italy,"Yes, but not clearly"
341,66fe52bf2c95bc8004bc18a1,2,🇸🇰Slovakia,"Yes, I have already known"
342,66fe52c12c95bc8004bc18a2,2,🇸🇰Slovakia,I don't know
343,66fe52c12c95bc8004bc18a3,2,🇮🇹Italy,"Yes, I have already known"
344,66fe52c22c95bc8004bc18a4,2,🇸🇰Slovakia,"Yes, I have already known"
345,66fe52c22c95bc8004bc18a5,2,🇸🇰Slovakia,I don't know
346,66fe52c32c95bc8004bc18a6,2,🇮🇹Italy,"Yes, I have already known"
347,66fe52c42c95bc8004bc18a7,2,🇮🇹Italy,"Yes, I have already known"
348,66fe52c52c95bc8004bc18a8,2,🇮🇹Italy,"Yes, I have already known"
349,66fe52c62c95bc8004bc18a9,2,🇸🇰Slovakia,"Yes, I have already known"
350,66fe52c62c95bc8004bc18aa,2,🇸🇰Slovakia,"Yes, I have already known"
351,66fe52c62c95bc8004bc18ab,2,🇸🇰Slovakia,"Yes, I have already known"
352,66fe52c72c95bc8004bc18ac,2,🇸🇰Slovakia,I don't know
353,66fe52c72c95bc8004bc18ad,2,🇸🇰Slovakia,"Yes, I have already known"
354,66fe52c92c95bc8004bc18ae,2,🇪🇸Spain,I don't know
355,66fe52c92c95bc8004bc18af,2,🇸🇰Slovakia,"Yes, but not clearly"
356,66fe52c92c95bc8004bc18b0,2,🇸🇰Slovakia,"Yes, I have already known"
357,66fe52ca2c95bc8004bc18b1,2,🇸🇰Slovakia,"Yes, I have already known"
358,66fe52cb2c95bc8004bc18b2,2,🇪🇸Spain,"Yes, but not clearly"
359,66fe52cc2c95bc8004bc18b3,2,🇪🇸Spain,"Yes, but not clearly"
360,66fe52cc2c95bc8004bc18b4,2,🇪🇸Spain,"Yes, I have already known"
361,66fe52cd2c95bc8004bc18b5,0,🇷🇴Romania,I don't know
362,66fe52d02c95bc8004bc18b6,2,🇪🇸Spain,"Yes, but not clearly"
363,66fe52d12c95bc8004bc18b7,2,🇪🇸Spain,"Yes, I have already known"
364,66fe52d12c95bc8004bc18b8,2,🇸🇰Slovakia,"Yes, but not clearly"
365,66fe52d22c95bc8004bc18b9,2,🇪🇸Spain,"Yes, I have already known"
366,66fe52d22c95bc8004bc18ba,2,🇸🇰Slovakia,I don't know
367,66fe52d32c95bc8004bc18bb,2,🇸🇰Slovakia,"Yes, I have already known"
368,66fe52d32c95bc8004bc18bc,2,🇮🇹Italy,I don't know
369,66fe52d72c95bc8004bc18bd,2,🇸🇰Slovakia,"Yes, I have already known"
370,66fe52d92c95bc8004bc18be,2,🇸🇰Slovakia,"Yes, I have already known"
371,66fe52db2c95bc8004bc18bf,2,🇸🇰Slovakia,"Yes, I have already known"
372,66fe52dc2c95bc8004bc18c0,2,🇸🇰Slovakia,"Yes, but not clearly"
373,66fe52dc2c95bc8004bc18c1,2,🇮🇹Italy,"Yes, I have already known"
374,66fe52dc2c95bc8004bc18c2,2,🇮🇹Italy,"Yes, I have already known"
375,66fe52de2c95bc8004bc18c3,2,🇪🇸Spain,"Yes, but not clearly"
376,66fe52de2c95bc8004bc18c4,2,🇪🇸Spain,I don't know
377,66fe52df2c95bc8004bc18c5,2,🇪🇸Spain,"Yes, but not clearly"
378,66fe52df2c95bc8004bc18c6,2,🇸🇰Slovakia,"Yes, but not clearly"
379,66fe52e12c95bc8004bc18c7,2,🇪🇸Spain,I don't know
380,66fe52e12c95bc8004bc18c8,2,🇸🇰Slovakia,"Yes, I have already known"
381,66fe52e22c95bc8004bc18c9,2,🇸🇰Slovakia,"Yes, I have already known"
382,66fe52e22c95bc8004bc18ca,2,🇪🇸Spain,I don't know
383,66fe52e22c95bc8004bc18cb,2,🇮🇹Italy,"Yes, I have already known"
384,66fe52e52c95bc8004bc18cc,2,🇮🇹Italy,"Yes, but not clearly"
385,66fe52e72c95bc8004bc18cd,2,🇪🇸Spain,"Yes, I have already known"
386,66fe52ea2c95bc8004bc18ce,2,🇸🇰Slovakia,"Yes, but not clearly"
387,66fe52ec2c95bc8004bc18cf,2,🇮🇹Italy,"Yes, I have already known"
388,66fe52ef2c95bc8004bc18d0,2,🇸🇰Slovakia,"Yes, I have already known"
389,66fe52f02c95bc8004bc18d1,2,🇪🇸Spain,I don't know
390,66fe52f02c95bc8004bc18d2,2,🇸🇰Slovakia,"Yes, but not clearly"
391,66fe52f22c95bc8004bc18d3,2,🇸🇰Slovakia,"Yes, I have already known"
392,66fe52f62c95bc8004bc18d4,2,🇮🇹Italy,"Yes, but not clearly"
393,66fe52f72c95bc8004bc18d5,2,🇸🇰Slovakia,"Yes, I have already known"
394,66fe52f82c95bc8004bc18d6,2,🇸🇰Slovakia,"Yes, I have already known"
395,66fe52f82c95bc8004bc18d7,2,🇸🇰Slovakia,"Yes, but not clearly"
396,66fe52fa2c95bc8004bc18d8,2,🇸🇰Slovakia,"Yes, I have already known"
397,66fe52fb2c95bc8004bc18d9,2,🇸🇰Slovakia,"Yes, I have already known"
398,66fe52fc2c95bc8004bc18da,2,🇮🇹Italy,"Yes, I have already known"
399,66fe52ff2c95bc8004bc18db,2,🇮🇹Italy,"Yes, I have already known"
400,66fe530c2c95bc8004bc18dc,2,🇮🇹Italy,"Yes, I have already known"
401,66fe530c2c95bc8004bc18dd,2,🇸🇰Slovakia,"Yes, but not clearly"
402,66fe530e2c95bc8004bc18de,2,🇸🇰Slovakia,"Yes, but not clearly"
403,66fe530e2c95bc8004bc18df,2,🇸🇰Slovakia,"Yes, but not clearly"
404,66fe530e2c95bc8004bc18e0,2,🇸🇰Slovakia,"Yes, but not clearly"
405,66fe530e2c95bc8004bc18e1,2,🇸🇰Slovakia,"Yes, but not clearly"
406,66fe530f2c95bc8004bc18e2,2,🇸🇰Slovakia,"Yes, but not clearly"
407,66fe530f2c95bc8004bc18e3,2,🇸🇰Slovakia,"Yes, but not clearly"
408,66fe53152c95bc8004bc18e4,2,🇸🇰Slovakia,"Yes, but not clearly"
409,66fe53192c95bc8004bc18e5,2,🇮🇹Italy,"Yes, I have already known"
410,66fe53232c95bc8004bc18e6,2,🇮🇹Italy,I don't know
411,66fe53332c95bc8004bc18e7,2,🇮🇹Italy,"Yes, I have already known"
412,66fe534d2c95bc8004bc18e8,2,🇮🇹Italy,"Yes, I have already known"
413,66ff045b4ce58a9989c8e1b5,0,🇸🇰Slovakia,assist peacekeeping missions
414,66ff045c4ce58a9989c8e1b6,0,🇸🇰Slovakia,collect data for maps
415,6706832de7152db444f1ab0e,0,🇮🇹Italy,I don't know
416,6706834fe7152db444f1ab0f,0,🇷🇴Romania,collect data for maps
417,6706835be7152db444f1ab10,0,🇷🇴Romania,assist peacekeeping missions
418,6706835be7152db444f1ab11,0,🇷🇴Romania,collect data for maps
419,6706836ae7152db444f1ab12,0,🇷🇴Romania,assist peacekeeping missions
420,6706836ae7152db444f1ab13,0,🇷🇴Romania,collect data for maps
421,67068378e7152db444f1ab14,0,🇷🇴Romania,assist peacekeeping missions
422,67068378e7152db444f1ab15,0,🇷🇴Romania,collect data for maps
423,67068385e7152db444f1ab16,0,🇷🇴Romania,assist peacekeeping missions
424,67068385e7152db444f1ab17,0,🇷🇴Romania,collect data for maps
425,670683cee7152db444f1ab18,0,🇵🇹Portugal,assist peacekeeping missions
426,670683cee7152db444f1ab19,0,🇵🇹Portugal,collect data for maps
427,670683ebe7152db444f1ab1a,0,🇵🇹Portugal,assist peacekeeping missions
428,670683ebe7152db444f1ab1b,0,🇵🇹Portugal,build new houses
429,670683ede7152db444f1ab1c,0,🇵🇹Portugal,assist peacekeeping missions
430,670683ede7152db444f1ab1d,0,🇵🇹Portugal,collect data for maps
431,670683f1e7152db444f1ab1e,0,🇵🇹Portugal,assist peacekeeping missions
432,670683f1e7152db444f1ab1f,0,🇵🇹Portugal,build new houses
433,670683f1e7152db444f1ab20,0,🇵🇹Portugal,collect data for maps
434,670683f2e7152db444f1ab21,0,🇵🇹Portugal,assist peacekeeping missions
435,670683f2e7152db444f1ab22,0,🇵🇹Portugal,collect data for maps
436,67068404e7152db444f1ab23,0,🇵🇹Portugal,assist peacekeeping missions
437,67068404e7152db444f1ab24,0,🇵🇹Portugal,build new houses
438,67068404e7152db444f1ab25,0,🇵🇹Portugal,collect data for maps
439,67068423e7152db444f1ab26,0,🇵🇹Portugal,assist peacekeeping missions
440,67068423e7152db444f1ab27,0,🇵🇹Portugal,collect data for maps
441,6706842ee7152db444f1ab28,0,🇵🇹Portugal,assist peacekeeping missions
442,6706842ee7152db444f1ab29,0,🇵🇹Portugal,collect data for maps
443,6706843be7152db444f1ab2a,0,🇵🇹Portugal,assist peacekeeping missions
444,6706843be7152db444f1ab2b,0,🇵🇹Portugal,collect data for maps
445,67068463e7152db444f1ab2c,0,🇵🇹Portugal,assist peacekeeping missions
446,67068463e7152db444f1ab2d,0,🇵🇹Portugal,collect data for maps
447,67068625e7152db444f1ab2e,0,🇵🇹Portugal,assist peacekeeping missions
448,67068625e7152db444f1ab2f,0,🇵🇹Portugal,collect data for maps
449,67068702e7152db444f1ab30,1,🇷🇴Romania,They use satellite images to create maps
450,6706870be7152db444f1ab31,1,🇵🇹Portugal,They have to map on site
451,6706870de7152db444f1ab32,1,🇷🇴Romania,They use satellite images to create maps
452,6706870fe7152db444f1ab33,1,🇮🇹Italy,They use satellite images to create maps
453,6706872be7152db444f1ab34,1,🇷🇴Romania,They use satellite images to create maps
454,67068739e7152db444f1ab35,1,🇵🇹Portugal,They use satellite images to create maps
455,67068746e7152db444f1ab36,1,🇵🇹Portugal,They use satellite images to create maps
456,67068765e7152db444f1ab37,1,🇵🇹Portugal,They use satellite images to create maps
457,67068768e7152db444f1ab38,1,🇵🇹Portugal,They use satellite images to create maps
458,6706876be7152db444f1ab39,1,🇵🇹Portugal,They use satellite images to create maps
459,6706876ee7152db444f1ab3a,1,🇵🇹Portugal,They use satellite images to create maps
460,67068796e7152db444f1ab3b,1,🇵🇹Portugal,They use satellite images to create maps
461,6706899be7152db444f1ab3c,2,🇷🇴Romania,"Yes, I have already known"
462,6706899ce7152db444f1ab3d,2,🇮🇹Italy,I don't know
463,670689b2e7152db444f1ab3e,2,🇵🇹Portugal,"Yes, I have already known"
464,670689b3e7152db444f1ab3f,2,🇷🇴Romania,"Yes, I have already known"
465,670689b4e7152db444f1ab40,2,🇵🇹Portugal,"Yes, I have already known"
466,670689b4e7152db444f1ab41,2,🇵🇹Portugal,"Yes, I have already known"
467,670689bae7152db444f1ab42,2,🇵🇹Portugal,"Yes, I have already known"
468,670689c1e7152db444f1ab43,2,🇷🇴Romania,"Yes, but not clearly"
469,670689d2e7152db444f1ab44,2,🇵🇹Portugal,"Yes, I have already known"
470,670689dce7152db444f1ab45,2,🇵🇹Portugal,"Yes, but not clearly"
